player,player_id,team,season,lg,replaced,full_team_name
Larry Kenon,kenonla01,East,1979,NBA,FALSE,
Bob Lanier,laniebo01,East,1979,NBA,FALSE,Milwaukee Bucks
Moses Malone,malonmo01,East,1979,NBA,FALSE,San Antonio Spurs
Pete Maravich,maravpe01,East,1979,NBA,FALSE,
Calvin Murphy,murphca01,East,1979,NBA,FALSE,Houston Rockets
Campy Russell,russeca02,East,1979,NBA,FALSE,Cleveland Cavaliers
Rudy Tomjanovich,tomjaru01,East,1979,NBA,FALSE,Houston Rockets
Kareem Abdul-Jabbar,abdulka01,West,1979,NBA,FALSE,Los Angeles Lakers
Otis Birdsong,birdsot01,West,1979,NBA,FALSE,Boston Celtics
Walter Davis,daviswa03,West,1979,NBA,FALSE,Denver Nuggets
Artis Gilmore,gilmoar01,West,1979,NBA,FALSE,
Dennis Johnson,johnsde01,West,1979,NBA,FALSE,Boston Celtics
Marques Johnson,johnsma01,West,1979,NBA,FALSE,Golden State Warriors
Maurice Lucas,lucasma01,West,1979,NBA,FALSE,Portland Trail Blazers
George McGinnis,mcginge01,West,1979,NBA,FALSE,Indiana Pacers
Jack Sikma,sikmaja01,West,1979,NBA,FALSE,Milwaukee Bucks
David Thompson,thompda01,West,1979,NBA,FALSE,Seattle SuperSonics
Paul Westphal,westppa01,West,1979,NBA,FALSE,Phoenix Suns
Doug Collins,collido01,East,1978,NBA,FALSE,Philadelphia 76ers
Dave Cowens,cowenda01,East,1978,NBA,FALSE,Milwaukee Bucks
Julius Erving,ervinju01,East,1978,NBA,FALSE,Philadelphia 76ers
George Gervin,gervige01,East,1978,NBA,FALSE,Chicago Bulls
John Havlicek,havlijo01,East,1978,NBA,TRUE,Boston Celtics
Elvin Hayes,hayesel01,East,1978,NBA,TRUE,Houston Rockets
Larry Kenon,kenonla01,East,1978,NBA,FALSE,
Billy Knight,knighbi01,East,1978,NBA,TRUE,
Moses Malone,malonmo01,East,1978,NBA,FALSE,San Antonio Spurs
Pete Maravich,maravpe01,East,1978,NBA,TRUE,
Bob McAdoo,mcadobo01,East,1978,NBA,FALSE,Philadelphia 76ers
Truck Robinson,robintr01,East,1978,NBA,FALSE,New York Knicks
Randy Smith,smithra01,East,1978,NBA,FALSE,
Rick Barry,barryri01,West,1978,NBA,FALSE,Houston Rockets
Walter Davis,daviswa03,West,1978,NBA,FALSE,Denver Nuggets
Artis Gilmore,gilmoar01,West,1978,NBA,FALSE,
Lionel Hollins,hollili01,West,1978,NBA,FALSE,Houston Rockets
Bobby Jones,jonesbo01,West,1978,NBA,FALSE,Philadelphia 76ers
Bob Lanier,laniebo01,West,1978,NBA,FALSE,Milwaukee Bucks
Maurice Lucas,lucasma01,West,1978,NBA,FALSE,Portland Trail Blazers
David Thompson,thompda01,West,1978,NBA,FALSE,Seattle SuperSonics
Bill Walton,waltobi01,West,1978,NBA,FALSE,Boston Celtics
Paul Westphal,westppa01,West,1978,NBA,FALSE,Phoenix Suns
Brian Winters,wintebr01,West,1978,NBA,FALSE,Milwaukee Bucks
Phil Chenier,cheniph01,East,1977,NBA,TRUE,Golden State Warriors
Doug Collins,collido01,East,1977,NBA,FALSE,Philadelphia 76ers
Dave Cowens,cowenda01,East,1977,NBA,TRUE,Milwaukee Bucks
Julius Erving,ervinju01,East,1977,NBA,FALSE,Philadelphia 76ers
George Gervin,gervige01,East,1977,NBA,FALSE,Chicago Bulls
John Havlicek,havlijo01,East,1977,NBA,FALSE,Boston Celtics
Elvin Hayes,hayesel01,East,1977,NBA,FALSE,Houston Rockets
Pete Maravich,maravpe01,East,1977,NBA,FALSE,
Bob McAdoo,mcadobo01,East,1977,NBA,FALSE,Philadelphia 76ers
George McGinnis,mcginge01,East,1977,NBA,FALSE,Indiana Pacers
Earl Monroe,monroea01,East,1977,NBA,FALSE,New York Knicks
Rudy Tomjanovich,tomjaru01,East,1977,NBA,FALSE,Houston Rockets
Jo Jo White,whitejo01,East,1977,NBA,FALSE,Kansas City Kings
Kareem Abdul-Jabbar,abdulka01,West,1977,NBA,FALSE,Los Angeles Lakers
Rick Barry,barryri01,West,1977,NBA,FALSE,Houston Rockets
Don Buse,busedo01,West,1977,NBA,TRUE,Kansas City Kings
Dan Issel,isselda01,West,1977,NBA,FALSE,Denver Nuggets
Bobby Jones,jonesbo01,West,1977,NBA,FALSE,Philadelphia 76ers
Billy Knight,knighbi01,West,1977,NBA,FALSE,
Bob Lanier,laniebo01,West,1977,NBA,FALSE,Milwaukee Bucks
Maurice Lucas,lucasma01,West,1977,NBA,FALSE,Portland Trail Blazers
Phil Smith,smithph01,West,1977,NBA,FALSE,Seattle SuperSonics
David Thompson,thompda01,West,1977,NBA,FALSE,Seattle SuperSonics
Norm Van Lier,vanlino01,West,1977,NBA,FALSE,Milwaukee Bucks
Bill Walton,waltobi01,West,1977,NBA,TRUE,Boston Celtics
Paul Westphal,westppa01,West,1977,NBA,FALSE,Phoenix Suns
Marvin Barnes,barnema01,All Stars,1976,ABA,FALSE,San Diego Clippers
Ron Boone,boonero01,All Stars,1976,ABA,FALSE,Utah Jazz
Don Buse,busedo01,All Stars,1976,ABA,FALSE,Kansas City Kings
Julius Erving,ervinju01,All Stars,1976,ABA,FALSE,Philadelphia 76ers
George Gervin,gervige01,All Stars,1976,ABA,FALSE,Chicago Bulls
Artis Gilmore,gilmoar01,All Stars,1976,ABA,FALSE,
Larry Kenon,kenonla01,All Stars,1976,ABA,FALSE,
Billy Knight,knighbi01,All Stars,1976,ABA,FALSE,
Maurice Lucas,lucasma01,All Stars,1976,ABA,FALSE,Portland Trail Blazers
Billy Paultz,paultbi01,All Stars,1976,ABA,FALSE,Utah Jazz
James Silas,silasja01,All Stars,1976,ABA,FALSE,Cleveland Cavaliers
Brian Taylor,taylobr01,All Stars,1976,ABA,FALSE,San Diego Clippers
Byron Beck,beckby01,Denver,1976,ABA,FALSE,Denver Nuggets
Roger Brown,brownro02,Denver,1976,ABA,FALSE,Chicago Bulls
Jimmy Foster,fosteja01,Denver,1976,ABA,FALSE,Denver Nuggets
Gus Gerard,gerargu01,Denver,1976,ABA,FALSE,
Dan Issel,isselda01,Denver,1976,ABA,FALSE,Denver Nuggets
Bobby Jones,jonesbo01,Denver,1976,ABA,FALSE,Philadelphia 76ers
Ralph Simpson,simpsra01,Denver,1976,ABA,FALSE,New Jersey Nets
Claude Terry,terrycl01,Denver,1976,ABA,FALSE,Atlanta Hawks
David Thompson,thompda01,Denver,1976,ABA,FALSE,Seattle SuperSonics
Monte Towe,towemo01,Denver,1976,ABA,FALSE,Denver Nuggets
Chuck Williams,willich02,Denver,1976,ABA,FALSE,Buffalo Braves
Dave Bing,bingda01,East,1976,NBA,FALSE,Boston Celtics
Doug Collins,collido01,East,1976,NBA,FALSE,Philadelphia 76ers
Dave Cowens,cowenda01,East,1976,NBA,FALSE,Milwaukee Bucks
John Drew,drewjo01,East,1976,NBA,FALSE,Utah Jazz
Walt Frazier,fraziwa01,East,1976,NBA,FALSE,Cleveland Cavaliers
John Havlicek,havlijo01,East,1976,NBA,FALSE,Boston Celtics
Elvin Hayes,hayesel01,East,1976,NBA,FALSE,Houston Rockets
Bob McAdoo,mcadobo01,East,1976,NBA,FALSE,Philadelphia 76ers
George McGinnis,mcginge01,East,1976,NBA,FALSE,Indiana Pacers
Randy Smith,smithra01,East,1976,NBA,FALSE,
Rudy Tomjanovich,tomjaru01,East,1976,NBA,FALSE,Houston Rockets
Jo Jo White,whitejo01,East,1976,NBA,FALSE,Kansas City Kings
Kareem Abdul-Jabbar,abdulka01,West,1976,NBA,FALSE,Los Angeles Lakers
Alvan Adams,adamsal01,West,1976,NBA,FALSE,Phoenix Suns
Tiny Archibald,architi01,West,1976,NBA,FALSE,Milwaukee Bucks
Rick Barry,barryri01,West,1976,NBA,FALSE,Houston Rockets
Fred Brown,brownfr01,West,1976,NBA,FALSE,Seattle SuperSonics
Bob Dandridge,dandrbo01,West,1976,NBA,FALSE,Milwaukee Bucks
Curtis Rowe,rowecu01,West,1976,NBA,FALSE,Boston Celtics
Phil Smith,smithph01,West,1976,NBA,FALSE,Seattle SuperSonics
Norm Van Lier,vanlino01,West,1976,NBA,FALSE,Milwaukee Bucks
Scott Wedman,wedmasc01,West,1976,NBA,FALSE,Boston Celtics
Jamaal Wilkes,wilkeja01,West,1976,NBA,FALSE,Los Angeles Clippers
Brian Winters,wintebr01,West,1976,NBA,FALSE,Milwaukee Bucks
Marvin Barnes,barnema01,East,1975,ABA,FALSE,San Diego Clippers
Louie Dampier,dampilo01,East,1975,ABA,FALSE,San Antonio Spurs
Julius Erving,ervinju01,East,1975,ABA,FALSE,Philadelphia 76ers
Artis Gilmore,gilmoar01,East,1975,ABA,FALSE,
Dan Issel,isselda01,East,1975,ABA,FALSE,Denver Nuggets
Stew Johnson,johnsst01,East,1975,ABA,FALSE,
Larry Kenon,kenonla01,East,1975,ABA,FALSE,
Freddie Lewis,lewisfr02,East,1975,ABA,FALSE,Indiana Pacers
Billy Paultz,paultbi01,East,1975,ABA,FALSE,Utah Jazz
Brian Taylor,taylobr01,East,1975,ABA,FALSE,San Diego Clippers
Dave Twardzik,twardda01,East,1975,ABA,FALSE,Portland Trail Blazers
Ron Boone,boonero01,West,1975,ABA,FALSE,Utah Jazz
Mack Calvin,calvima01,West,1975,ABA,FALSE,Cleveland Cavaliers
George Gervin,gervige01,West,1975,ABA,FALSE,Chicago Bulls
Mike Green,greenmi01,West,1975,ABA,FALSE,Kansas City Kings
Caldwell Jones,jonesca01,West,1975,ABA,FALSE,San Antonio Spurs
Moses Malone,malonmo01,West,1975,ABA,FALSE,San Antonio Spurs
George McGinnis,mcginge01,West,1975,ABA,FALSE,Indiana Pacers
Swen Nater,natersw01,West,1975,ABA,FALSE,Los Angeles Lakers
James Silas,silasja01,West,1975,ABA,FALSE,Cleveland Cavaliers
Ralph Simpson,simpsra01,West,1975,ABA,FALSE,New Jersey Nets
Phil Chenier,cheniph01,East,1975,NBA,FALSE,Golden State Warriors
Dave Cowens,cowenda01,East,1975,NBA,FALSE,Milwaukee Bucks
Walt Frazier,fraziwa01,East,1975,NBA,FALSE,Cleveland Cavaliers
John Havlicek,havlijo01,East,1975,NBA,FALSE,Boston Celtics
Elvin Hayes,hayesel01,East,1975,NBA,FALSE,Houston Rockets
Bob McAdoo,mcadobo01,East,1975,NBA,FALSE,Philadelphia 76ers
Steve Mix,mixst01,East,1975,NBA,FALSE,
Earl Monroe,monroea01,East,1975,NBA,FALSE,New York Knicks
Paul Silas,silaspa01,East,1975,NBA,FALSE,Seattle SuperSonics
Rudy Tomjanovich,tomjaru01,East,1975,NBA,FALSE,Houston Rockets
Wes Unseld,unselwe01,East,1975,NBA,FALSE,Washington Bullets
Jo Jo White,whitejo01,East,1975,NBA,FALSE,Kansas City Kings
Kareem Abdul-Jabbar,abdulka01,West,1975,NBA,FALSE,Los Angeles Lakers
Tiny Archibald,architi01,West,1975,NBA,FALSE,Milwaukee Bucks
Rick Barry,barryri01,West,1975,NBA,FALSE,Houston Rockets
Dave Bing,bingda01,West,1975,NBA,FALSE,Boston Celtics
Bob Dandridge,dandrbo01,West,1975,NBA,FALSE,Milwaukee Bucks
Gail Goodrich,goodrga01,West,1975,NBA,FALSE,New Orleans Jazz
Spencer Haywood,haywosp01,West,1975,NBA,FALSE,Washington Bullets
Sam Lacey,laceysa01,West,1975,NBA,FALSE,Cleveland Cavaliers
Bob Lanier,laniebo01,West,1975,NBA,FALSE,Milwaukee Bucks
Jim Price,priceji01,West,1975,NBA,FALSE,Los Angeles Lakers
Charlie Scott,scottch01,West,1975,NBA,FALSE,Denver Nuggets
Sidney Wicks,wickssi01,West,1975,NBA,FALSE,San Diego Clippers
Mack Calvin,calvima01,East,1974,ABA,FALSE,Cleveland Cavaliers
Louie Dampier,dampilo01,East,1974,ABA,FALSE,San Antonio Spurs
Jim Eakins,eakinji01,East,1974,ABA,FALSE,
Julius Erving,ervinju01,East,1974,ABA,FALSE,Philadelphia 76ers
George Gervin,gervige01,East,1974,ABA,FALSE,Chicago Bulls
Artis Gilmore,gilmoar01,East,1974,ABA,FALSE,
Dan Issel,isselda01,East,1974,ABA,FALSE,Denver Nuggets
Larry Kenon,kenonla01,East,1974,ABA,FALSE,
Ted McClain,mcclate01,East,1974,ABA,FALSE,Phoenix Suns
Billy Paultz,paultbi01,East,1974,ABA,TRUE,Utah Jazz
George Thompson,thompge01,East,1974,ABA,FALSE,Milwaukee Bucks
Ron Boone,boonero01,West,1974,ABA,FALSE,Utah Jazz
Mel Daniels,danieme01,West,1974,ABA,FALSE,New York Nets
Warren Jabali,jabalwa01,West,1974,ABA,FALSE,San Diego Conquistadors
Stew Johnson,johnsst01,West,1974,ABA,FALSE,
Jimmy Jones,jonesji01,West,1974,ABA,FALSE,Washington Bullets
Rich Jones,jonesri01,West,1974,ABA,FALSE,New York Nets
George McGinnis,mcginge01,West,1974,ABA,FALSE,Indiana Pacers
Swen Nater,natersw01,West,1974,ABA,FALSE,Los Angeles Lakers
Ralph Simpson,simpsra01,West,1974,ABA,FALSE,New Jersey Nets
Willie Wise,wisewi01,West,1974,ABA,FALSE,Seattle SuperSonics
Austin Carr,carrau01,East,1974,NBA,FALSE,
Phil Chenier,cheniph01,East,1974,NBA,FALSE,Golden State Warriors
Dave Cowens,cowenda01,East,1974,NBA,FALSE,Milwaukee Bucks
Dave DeBusschere,debusda01,East,1974,NBA,FALSE,New York Knicks
Walt Frazier,fraziwa01,East,1974,NBA,FALSE,Cleveland Cavaliers
John Havlicek,havlijo01,East,1974,NBA,FALSE,Boston Celtics
Elvin Hayes,hayesel01,East,1974,NBA,FALSE,Houston Rockets
Lou Hudson,hudsolo01,East,1974,NBA,FALSE,Los Angeles Lakers
Pete Maravich,maravpe01,East,1974,NBA,FALSE,
Bob McAdoo,mcadobo01,East,1974,NBA,FALSE,Philadelphia 76ers
Rudy Tomjanovich,tomjaru01,East,1974,NBA,FALSE,Houston Rockets
Jo Jo White,whitejo01,East,1974,NBA,FALSE,Kansas City Kings
Kareem Abdul-Jabbar,abdulka01,West,1974,NBA,FALSE,Los Angeles Lakers
Rick Barry,barryri01,West,1974,NBA,FALSE,Houston Rockets
Dave Bing,bingda01,West,1974,NBA,FALSE,Boston Celtics
Gail Goodrich,goodrga01,West,1974,NBA,FALSE,New Orleans Jazz
Spencer Haywood,haywosp01,West,1974,NBA,FALSE,Washington Bullets
Bob Lanier,laniebo01,West,1974,NBA,FALSE,Milwaukee Bucks
Geoff Petrie,petrige01,West,1974,NBA,FALSE,Portland Trail Blazers
Charlie Scott,scottch01,West,1974,NBA,TRUE,Denver Nuggets
Nate Thurmond,thurmna01,West,1974,NBA,FALSE,Cleveland Cavaliers
Norm Van Lier,vanlino01,West,1974,NBA,FALSE,Milwaukee Bucks
Chet Walker,walkech01,West,1974,NBA,FALSE,Chicago Bulls
Jerry West,westje01,West,1974,NBA,TRUE,Los Angeles Lakers
Sidney Wicks,wickssi01,West,1974,NBA,FALSE,San Diego Clippers
Joe Caldwell,caldwjo01,East,1973,ABA,FALSE,Spirits of St. Louis
Mack Calvin,calvima01,East,1973,ABA,FALSE,Cleveland Cavaliers
Billy Cunningham,cunnibi01,East,1973,ABA,FALSE,Philadelphia 76ers
Louie Dampier,dampilo01,East,1973,ABA,FALSE,San Antonio Spurs
Julius Erving,ervinju01,East,1973,ABA,FALSE,Philadelphia 76ers
Artis Gilmore,gilmoar01,East,1973,ABA,FALSE,
Dan Issel,isselda01,East,1973,ABA,FALSE,Denver Nuggets
Bill Melchionni,melchbi01,East,1973,ABA,FALSE,New York Nets
Billy Paultz,paultbi01,East,1973,ABA,FALSE,Utah Jazz
George Thompson,thompge01,East,1973,ABA,FALSE,Milwaukee Bucks
Zelmo Beaty,beatyze01,West,1973,ABA,FALSE,Los Angeles Lakers
Mel Daniels,danieme01,West,1973,ABA,FALSE,New York Nets
Warren Jabali,jabalwa01,West,1973,ABA,FALSE,San Diego Conquistadors
Stew Johnson,johnsst01,West,1973,ABA,FALSE,
Jimmy Jones,jonesji01,West,1973,ABA,FALSE,Washington Bullets
Rich Jones,jonesri01,West,1973,ABA,FALSE,New York Nets
George McGinnis,mcginge01,West,1973,ABA,FALSE,Indiana Pacers
Ralph Simpson,simpsra01,West,1973,ABA,FALSE,New Jersey Nets
Chuck Williams,willich02,West,1973,ABA,FALSE,Buffalo Braves
Willie Wise,wisewi01,West,1973,ABA,FALSE,Seattle SuperSonics
John Block,blockjo01,East,1973,NBA,FALSE,Chicago Bulls
Bill Bradley,bradlbi01,East,1973,NBA,FALSE,New York Knicks
Dave Cowens,cowenda01,East,1973,NBA,FALSE,Milwaukee Bucks
Dave DeBusschere,debusda01,East,1973,NBA,FALSE,New York Knicks
Walt Frazier,fraziwa01,East,1973,NBA,FALSE,Cleveland Cavaliers
John Havlicek,havlijo01,East,1973,NBA,FALSE,Boston Celtics
Elvin Hayes,hayesel01,East,1973,NBA,FALSE,Houston Rockets
Lou Hudson,hudsolo01,East,1973,NBA,FALSE,Los Angeles Lakers
Bob Kauffman,kauffbo01,East,1973,NBA,FALSE,Atlanta Hawks
Pete Maravich,maravpe01,East,1973,NBA,FALSE,
Jack Marin,marinja01,East,1973,NBA,FALSE,Chicago Bulls
Wes Unseld,unselwe01,East,1973,NBA,FALSE,Washington Bullets
Jo Jo White,whitejo01,East,1973,NBA,FALSE,Kansas City Kings
Lenny Wilkens,wilkele01,East,1973,NBA,FALSE,Portland Trail Blazers
Kareem Abdul-Jabbar,abdulka01,West,1973,NBA,TRUE,Los Angeles Lakers
Tiny Archibald,architi01,West,1973,NBA,FALSE,Milwaukee Bucks
Rick Barry,barryri01,West,1973,NBA,TRUE,Houston Rockets
Dave Bing,bingda01,West,1973,NBA,FALSE,Boston Celtics
Wilt Chamberlain,chambwi01,West,1973,NBA,FALSE,Los Angeles Lakers
Bob Dandridge,dandrbo01,West,1973,NBA,FALSE,Milwaukee Bucks
Gail Goodrich,goodrga01,West,1973,NBA,FALSE,New Orleans Jazz
Connie Hawkins,hawkico01,West,1973,NBA,TRUE,Atlanta Hawks
Spencer Haywood,haywosp01,West,1973,NBA,FALSE,Washington Bullets
Bob Lanier,laniebo01,West,1973,NBA,FALSE,Milwaukee Bucks
Bob Love,lovebo01,West,1973,NBA,TRUE,
Charlie Scott,scottch01,West,1973,NBA,FALSE,Denver Nuggets
Nate Thurmond,thurmna01,West,1973,NBA,FALSE,Cleveland Cavaliers
Chet Walker,walkech01,West,1973,NBA,FALSE,Chicago Bulls
Jerry West,westje01,West,1973,NBA,FALSE,Los Angeles Lakers
Sidney Wicks,wickssi01,West,1973,NBA,FALSE,San Diego Clippers
Rick Barry,barryri01,East,1972,ABA,FALSE,Houston Rockets
John Brisker,briskjo01,East,1972,ABA,FALSE,Seattle SuperSonics
Mack Calvin,calvima01,East,1972,ABA,FALSE,Cleveland Cavaliers
Louie Dampier,dampilo01,East,1972,ABA,FALSE,San Antonio Spurs
Julius Erving,ervinju01,East,1972,ABA,FALSE,Philadelphia 76ers
Artis Gilmore,gilmoar01,East,1972,ABA,FALSE,
Dan Issel,isselda01,East,1972,ABA,FALSE,Denver Nuggets
Warren Jabali,jabalwa01,East,1972,ABA,FALSE,San Diego Conquistadors
Jim McDaniels,mcdanji01,East,1972,ABA,FALSE,Buffalo Braves
Bill Melchionni,melchbi01,East,1972,ABA,FALSE,New York Nets
Charlie Scott,scottch01,East,1972,ABA,FALSE,Denver Nuggets
George Thompson,thompge01,East,1972,ABA,FALSE,Milwaukee Bucks
Zelmo Beaty,beatyze01,West,1972,ABA,FALSE,Los Angeles Lakers
Art Becker,beckear01,West,1972,ABA,FALSE,
Roger Brown,brownro01,West,1972,ABA,FALSE,
Glen Combs,combsgl01,West,1972,ABA,FALSE,Virginia Squires
Mel Daniels,danieme01,West,1972,ABA,FALSE,New York Nets
Donnie Freeman,freemdo01,West,1972,ABA,FALSE,Los Angeles Lakers
Steve Jones,jonesst01,West,1972,ABA,FALSE,Portland Trail Blazers
Wil Jones,joneswi02,West,1972,ABA,FALSE,Buffalo Braves
Wendell Ladner,ladnewe01,West,1972,ABA,FALSE,New York Nets
Freddie Lewis,lewisfr02,West,1972,ABA,FALSE,Indiana Pacers
Ralph Simpson,simpsra01,West,1972,ABA,FALSE,New Jersey Nets
Willie Wise,wisewi01,West,1972,ABA,FALSE,Seattle SuperSonics
Butch Beard,beardbu01,East,1972,NBA,FALSE,New York Knicks
Archie Clark,clarkar01,East,1972,NBA,FALSE,Detroit Pistons
Dave Cowens,cowenda01,East,1972,NBA,FALSE,Milwaukee Bucks
Billy Cunningham,cunnibi01,East,1972,NBA,FALSE,Philadelphia 76ers
Dave DeBusschere,debusda01,East,1972,NBA,FALSE,New York Knicks
Walt Frazier,fraziwa01,East,1972,NBA,FALSE,Cleveland Cavaliers
John Havlicek,havlijo01,East,1972,NBA,FALSE,Boston Celtics
Lou Hudson,hudsolo01,East,1972,NBA,FALSE,Los Angeles Lakers
John Johnson,johnsjo01,East,1972,NBA,FALSE,Seattle SuperSonics
Bob Kauffman,kauffbo01,East,1972,NBA,FALSE,Atlanta Hawks
Jack Marin,marinja01,East,1972,NBA,FALSE,Chicago Bulls
Wes Unseld,unselwe01,East,1972,NBA,FALSE,Washington Bullets
Tom Van Arsdale,vanarto01,East,1972,NBA,FALSE,Phoenix Suns
Jo Jo White,whitejo01,East,1972,NBA,FALSE,Kansas City Kings
Kareem Abdul-Jabbar,abdulka01,West,1972,NBA,FALSE,Los Angeles Lakers
Wilt Chamberlain,chambwi01,West,1972,NBA,FALSE,Los Angeles Lakers
Gail Goodrich,goodrga01,West,1972,NBA,FALSE,New Orleans Jazz
Connie Hawkins,hawkico01,West,1972,NBA,FALSE,Atlanta Hawks
Elvin Hayes,hayesel01,West,1972,NBA,FALSE,Houston Rockets
Spencer Haywood,haywosp01,West,1972,NBA,FALSE,Washington Bullets
Bob Lanier,laniebo01,West,1972,NBA,FALSE,Milwaukee Bucks
Bob Love,lovebo01,West,1972,NBA,FALSE,
Oscar Robertson,roberos01,West,1972,NBA,FALSE,Milwaukee Bucks
Cazzie Russell,russeca01,West,1972,NBA,FALSE,Chicago Bulls
Paul Silas,silaspa01,West,1972,NBA,FALSE,Seattle SuperSonics
Jimmy Walker,walkeji01,West,1972,NBA,FALSE,Kansas City Kings
Jerry West,westje01,West,1972,NBA,FALSE,Los Angeles Lakers
Sidney Wicks,wickssi01,West,1972,NBA,FALSE,San Diego Clippers
Rick Barry,barryri01,East,1971,ABA,FALSE,Houston Rockets
John Brisker,briskjo01,East,1971,ABA,FALSE,Seattle SuperSonics
Joe Caldwell,caldwjo01,East,1971,ABA,FALSE,Spirits of St. Louis
Mack Calvin,calvima01,East,1971,ABA,FALSE,Cleveland Cavaliers
George Carter,cartege01,East,1971,ABA,FALSE,Utah Stars
Dan Issel,isselda01,East,1971,ABA,FALSE,Denver Nuggets
Neil Johnson,johnsne02,East,1971,ABA,FALSE,Virginia Squires
Larry Jones,jonesla01,East,1971,ABA,FALSE,Philadelphia 76ers
Mike Lewis,lewismi01,East,1971,ABA,FALSE,Carolina Cougars
Bill Melchionni,melchbi01,East,1971,ABA,FALSE,New York Nets
Cincy Powell,powelci01,East,1971,ABA,FALSE,Virginia Squires
Charlie Scott,scottch01,East,1971,ABA,FALSE,Denver Nuggets
Zelmo Beaty,beatyze01,West,1971,ABA,FALSE,Los Angeles Lakers
Ron Boone,boonero01,West,1971,ABA,FALSE,Utah Jazz
Roger Brown,brownro01,West,1971,ABA,FALSE,
Glen Combs,combsgl01,West,1971,ABA,FALSE,Virginia Squires
Mel Daniels,danieme01,West,1971,ABA,FALSE,New York Nets
Donnie Freeman,freemdo01,West,1971,ABA,FALSE,Los Angeles Lakers
Jimmy Jones,jonesji01,West,1971,ABA,FALSE,Washington Bullets
Steve Jones,jonesst01,West,1971,ABA,FALSE,Portland Trail Blazers
Julius Keye,keyeju01,West,1971,ABA,FALSE,Memphis Sounds
Wendell Ladner,ladnewe01,West,1971,ABA,FALSE,New York Nets
Bob Netolicky,netolbo01,West,1971,ABA,FALSE,Indiana Pacers
Red Robbins,robbire01,West,1971,ABA,FALSE,
Billy Cunningham,cunnibi01,East,1971,NBA,FALSE,Philadelphia 76ers
Dave DeBusschere,debusda01,East,1971,NBA,FALSE,New York Knicks
Walt Frazier,fraziwa01,East,1971,NBA,FALSE,Cleveland Cavaliers
Johnny Green,greenjo01,East,1971,NBA,FALSE,Kansas City-Omaha Kings
John Havlicek,havlijo01,East,1971,NBA,FALSE,Boston Celtics
Lou Hudson,hudsolo01,East,1971,NBA,FALSE,Los Angeles Lakers
Gus Johnson,johnsgu01,East,1971,NBA,FALSE,Phoenix Suns
John Johnson,johnsjo01,East,1971,NBA,FALSE,Seattle SuperSonics
Bob Kauffman,kauffbo01,East,1971,NBA,FALSE,Atlanta Hawks
Earl Monroe,monroea01,East,1971,NBA,FALSE,New York Knicks
Willis Reed,reedwi01,East,1971,NBA,FALSE,New York Knicks
Wes Unseld,unselwe01,East,1971,NBA,FALSE,Washington Bullets
Tom Van Arsdale,vanarto01,East,1971,NBA,FALSE,Phoenix Suns
Jo Jo White,whitejo01,East,1971,NBA,FALSE,Kansas City Kings
Kareem Abdul-Jabbar,abdulka01,West,1971,NBA,FALSE,Los Angeles Lakers
Dave Bing,bingda01,West,1971,NBA,FALSE,Boston Celtics
Wilt Chamberlain,chambwi01,West,1971,NBA,FALSE,Los Angeles Lakers
Connie Hawkins,hawkico01,West,1971,NBA,FALSE,Atlanta Hawks
Elvin Hayes,hayesel01,West,1971,NBA,FALSE,Houston Rockets
Bob Love,lovebo01,West,1971,NBA,FALSE,
Jerry Lucas,lucasje01,West,1971,NBA,FALSE,New York Knicks
Jeff Mullins,mullije01,West,1971,NBA,FALSE,Golden State Warriors
Geoff Petrie,petrige01,West,1971,NBA,FALSE,Portland Trail Blazers
Oscar Robertson,roberos01,West,1971,NBA,FALSE,Milwaukee Bucks
Dick Van Arsdale,vanardi01,West,1971,NBA,FALSE,Phoenix Suns
Chet Walker,walkech01,West,1971,NBA,FALSE,Chicago Bulls
Jerry West,westje01,West,1971,NBA,FALSE,Los Angeles Lakers
Lenny Wilkens,wilkele01,West,1971,NBA,FALSE,Portland Trail Blazers
Roger Brown,brownro01,East,1970,ABA,FALSE,
Darel Carrier,carrida01,East,1970,ABA,FALSE,Memphis Tams
Louie Dampier,dampilo01,East,1970,ABA,FALSE,San Antonio Spurs
Mel Daniels,danieme01,East,1970,ABA,FALSE,New York Nets
Donnie Freeman,freemdo01,East,1970,ABA,FALSE,Los Angeles Lakers
Mike Lewis,lewismi01,East,1970,ABA,FALSE,Carolina Cougars
Doug Moe,moedo01,East,1970,ABA,FALSE,Virginia Squires
Gene Moore,moorege01,East,1970,ABA,FALSE,Spirits of St. Louis
Bob Netolicky,netolbo01,East,1970,ABA,FALSE,Indiana Pacers
Levern Tart,tartle01,East,1970,ABA,FALSE,
Bob Verga,vergabo01,East,1970,ABA,FALSE,Portland Trail Blazers
Charlie Williams,willich01,East,1970,ABA,FALSE,
Rick Barry,barryri01,West,1970,ABA,FALSE,Houston Rockets
John Beasley,beasljo01,West,1970,ABA,FALSE,Utah Stars
Larry Brown,brownla01,West,1970,ABA,FALSE,Denver Rockets
Glen Combs,combsgl01,West,1970,ABA,FALSE,Virginia Squires
Warren Davis,daviswa02,West,1970,ABA,FALSE,Memphis Tams
Gerald Govan,govange01,West,1970,ABA,TRUE,Virginia Squires
Spencer Haywood,haywosp01,West,1970,ABA,FALSE,Washington Bullets
Warren Jabali,jabalwa01,West,1970,ABA,FALSE,San Diego Conquistadors
Jimmy Jones,jonesji01,West,1970,ABA,FALSE,Washington Bullets
